genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_009193265.1,Pseudomonadati,Marinobacter changyiensis,VZZZ01000003.1_168189_169262,,241.6,dimeric,predominantly_dimeric
GCA_009193265.1,Pseudomonadati,Marinobacter changyiensis,VZZZ01000002.1_249623_250774,,208.8,dimeric,predominantly_dimeric
GCA_009193305.1,Bacillati,Bifidobacterium cebidarum,WBVS01000004.1_3201_4418,,420.2,dimeric,predominantly_dimeric
GCA_009193305.1,Bacillati,Bifidobacterium cebidarum,WBVS01000008.1_78467_79498,,243.5,dimeric,predominantly_dimeric
GCA_009208055.1,Pseudomonadati,Poseidonibacter ostreae,WFKI01000042.1_5970_7037,,231.0,dimeric,predominantly_dimeric
GCA_009208055.1,Pseudomonadati,Poseidonibacter ostreae,WFKI01000020.1_15374_16441,,236.9,dimeric,predominantly_dimeric
GCA_009208055.1,Pseudomonadati,Poseidonibacter ostreae,WFKI01000007.1_65319_67511,1247.6,,monomeric,predominantly_dimeric
GCA_009208105.1,Pseudomonadati,Rouxiella sp. S1S-2,WFKL01000002.1_83995_85083,,223.3,dimeric,predominantly_dimeric
GCA_009208105.1,Pseudomonadati,Rouxiella sp. S1S-2,WFKL01000001.1_4763549_4764640,,235.0,dimeric,predominantly_dimeric
GCA_009208105.1,Pseudomonadati,Rouxiella sp. S1S-2,WFKL01000001.1_3214953_3215984,,361.7,dimeric,predominantly_dimeric
GCA_009208105.1,Pseudomonadati,Rouxiella sp. S1S-2,WFKL01000001.1_1826157_1826309,,51.4,dimeric,predominantly_dimeric
GCA_009208105.1,Pseudomonadati,Rouxiella sp. S1S-2,WFKL01000001.1_1785379_1786632,,595.7,dimeric,predominantly_dimeric
GCA_009208565.1,unknown,unknown,WFLK01000016.1_22073_24304,1281.1,,monomeric,predominantly_dimeric
GCA_009208565.1,unknown,unknown,WFLK01000012.1_185614_186870,,574.2,dimeric,predominantly_dimeric
GCA_009208565.1,unknown,unknown,WFLK01000010.1_66850_67920,,235.2,dimeric,predominantly_dimeric
GCA_009208565.1,unknown,unknown,WFLK01000028.1_4980_6059,,227.0,dimeric,predominantly_dimeric
GCA_009208585.1,Pseudomonadati,Fluviispira multicolorata,WFLN01000006.1_289889_291121,,590.4,dimeric,predominantly_dimeric
GCA_009208585.1,Pseudomonadati,Fluviispira multicolorata,WFLN01000004.1_53354_54430,,223.1,dimeric,predominantly_dimeric
GCA_009208755.1,Pseudomonadati,Janthinobacterium sp. FT14W,WFLL01000010.1_125665_127896,1265.4,,monomeric,predominantly_dimeric
GCA_009208755.1,Pseudomonadati,Janthinobacterium sp. FT14W,WFLL01000014.1_88735_89805,,232.0,dimeric,predominantly_dimeric
GCA_009208755.1,Pseudomonadati,Janthinobacterium sp. FT14W,WFLL01000042.1_39019_40272,,583.4,dimeric,predominantly_dimeric
GCA_009208755.1,Pseudomonadati,Janthinobacterium sp. FT14W,WFLL01000085.1_331_1356,,201.5,dimeric,predominantly_dimeric
GCA_009208775.1,Pseudomonadati,Silvanigrella paludirubra,WFLM01000003.1_307620_308852,,587.6,dimeric,predominantly_dimeric
GCA_009208775.1,Pseudomonadati,Silvanigrella paludirubra,WFLM01000002.1_242702_243781,,199.5,dimeric,predominantly_dimeric
GCA_009208775.1,Pseudomonadati,Silvanigrella paludirubra,WFLM01000004.1_424364_425443,,220.3,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_202222_203316,,252.7,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_1163995_1165206,,426.7,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_1727678_1728787,,219.2,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_198042_199121,,243.9,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_3371411_3372487,,239.3,dimeric,predominantly_dimeric
GCA_009223885.1,Pseudomonadati,Ancylobacter sp. TS-1,CP045144.1_3855297_3856490,,394.5,dimeric,predominantly_dimeric
GCA_009258045.1,Pseudomonadati,Sulfurimonas xiamenensis,CP041166.1_963377_965575,1161.9,,monomeric,ambiguous
GCA_009258045.1,Pseudomonadati,Sulfurimonas xiamenensis,CP041166.1_1011046_1012113,,243.0,dimeric,ambiguous
GCA_009258225.1,Pseudomonadati,Sulfurimonas lithotrophica,CP043617.1_1139097_1140164,,251.0,dimeric,ambiguous
GCA_009258225.1,Pseudomonadati,Sulfurimonas lithotrophica,CP043617.1_1184800_1186974,1061.2,,monomeric,ambiguous
GCA_009268125.1,Bacillati,Chloroflexia bacterium SDU3-3,WBOU01000006.1_399778_401031,,578.2,dimeric,predominantly_dimeric
GCA_009268125.1,Bacillati,Chloroflexia bacterium SDU3-3,WBOU01000009.1_170856_171929,,234.5,dimeric,predominantly_dimeric
GCA_009268125.1,Bacillati,Chloroflexia bacterium SDU3-3,WBOU01000012.1_74063_75172,,230.0,dimeric,predominantly_dimeric
GCA_009268125.1,Bacillati,Chloroflexia bacterium SDU3-3,WBOU01000022.1_34599_35663,,275.3,dimeric,predominantly_dimeric
GCA_009295515.1,Pseudomonadati,Erwinia endophytica,RQVV01000057.1_114253_115341,,228.7,dimeric,predominantly_dimeric
GCA_009295515.1,Pseudomonadati,Erwinia endophytica,RQVV01000011.1_412566_413816,,590.5,dimeric,predominantly_dimeric
GCA_009295515.1,Pseudomonadati,Erwinia endophytica,RQVV01000001.1_29761_29970,,27.8,dimeric,predominantly_dimeric
GCA_009295725.1,Bacillati,Clostridium tarantellae,WHJC01000001.1_51500_52492,,425.7,dimeric,predominantly_dimeric
GCA_009295725.1,Bacillati,Clostridium tarantellae,WHJC01000004.1_10166_11251,,218.5,dimeric,predominantly_dimeric
GCA_009295825.1,Pseudomonadati,Marinifilum sp. N1E240,WHKF01000001.1_930362_931432,,229.4,dimeric,predominantly_monomeric
GCA_009295825.1,Pseudomonadati,Marinifilum sp. N1E240,WHKF01000017.1_25273_27651,298.0,,monomeric,predominantly_monomeric
GCA_009295825.1,Pseudomonadati,Marinifilum sp. N1E240,WHKF01000003.1_122635_125217,100.5,,monomeric,predominantly_monomeric
GCA_009295825.1,Pseudomonadati,Marinifilum sp. N1E240,WHKF01000001.1_1149438_1150631,,294.8,dimeric,predominantly_monomeric
GCA_009295825.1,Pseudomonadati,Marinifilum sp. N1E240,WHKF01000002.1_956703_958928,1274.2,,monomeric,predominantly_monomeric
GCA_009296185.1,Pseudomonadati,Hydrogenovibrio sp. JE_KL2,WBJR01000004.1_101172_102245,,250.6,dimeric,ambiguous
GCA_009296185.1,Pseudomonadati,Hydrogenovibrio sp. JE_KL2,WBJR01000001.1_506852_509071,1308.6,,monomeric,ambiguous
GCA_009296315.1,Pseudomonadati,Salmonirosea aquatica,WHLY01000004.1_57327_59729,98.3,,monomeric,predominantly_dimeric
GCA_009296315.1,Pseudomonadati,Salmonirosea aquatica,WHLY01000002.1_3700610_3701833,,438.9,dimeric,predominantly_dimeric
GCA_009296315.1,Pseudomonadati,Salmonirosea aquatica,WHLY01000002.1_3687935_3689005,,235.4,dimeric,predominantly_dimeric
GCA_009296315.1,Pseudomonadati,Salmonirosea aquatica,WHLY01000002.1_3136899_3138353,,467.9,dimeric,predominantly_dimeric
GCA_009296315.1,Pseudomonadati,Salmonirosea aquatica,WHLY01000002.1_2140988_2143387,101.5,,monomeric,predominantly_dimeric
GCA_009299475.1,Bacillati,Bifidobacterium avesanii,WBSN01000001.1_109898_111118,,414.0,dimeric,predominantly_dimeric
GCA_009299475.1,Bacillati,Bifidobacterium avesanii,WBSN01000006.1_13099_14130,,236.1,dimeric,predominantly_dimeric
GCA_009299505.1,Bacillati,Bifidobacterium ramosum,WBSM01000001.1_441226_442443,,416.8,dimeric,predominantly_dimeric
GCA_009299505.1,Bacillati,Bifidobacterium ramosum,WBSM01000005.1_68125_69156,,243.4,dimeric,predominantly_dimeric
GCA_009299795.1,Bacillati,Brachybacterium subflavum,VIGP01000003.1_125036_126106,,214.4,dimeric,ambiguous
GCA_009299795.1,Bacillati,Brachybacterium subflavum,VIGP01000001.1_828296_830524,1270.9,,monomeric,ambiguous
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000003.1_698088_699305,,365.9,dimeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000003.1_1018627_1019889,,546.2,dimeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000002.1_589680_590753,,251.6,dimeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000001.1_2120706_2121767,,253.7,dimeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000002.1_1452240_1453301,,281.3,dimeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000002.1_1389911_1392139,1337.8,28.3,monomeric,predominantly_dimeric
GCA_009360355.1,Pseudomonadati,Alcaligenaceae bacterium SAGV3,SPDO01000001.1_225781_226848,,215.7,dimeric,predominantly_dimeric
GCA_009362465.1,Bacillati,Corynebacterium sp. zg331,WHON01000004.1_162125_163135,,246.4,dimeric,ambiguous
GCA_009362465.1,Bacillati,Corynebacterium sp. zg331,WHON01000003.1_107769_109988,1276.2,,monomeric,ambiguous
GCA_009362815.1,Bacillati,Alkalibaculum sporogenes,WHNX01000007.1_597_1667,,259.0,dimeric,predominantly_dimeric
GCA_009362815.1,Bacillati,Alkalibaculum sporogenes,WHNX01000040.1_9250_10446,,303.5,dimeric,predominantly_dimeric
GCA_009362845.1,Pseudomonadati,Ostreibacterium oceani,WHNW01000014.1_15537_16757,,450.7,dimeric,predominantly_dimeric
GCA_009362845.1,Pseudomonadati,Ostreibacterium oceani,WHNW01000011.1_53977_55065,,220.0,dimeric,predominantly_dimeric
GCA_009363075.1,Bacillati,Paenibacillus guangzhouensis,CP045293.1_3842929_3844221,,592.8,dimeric,predominantly_dimeric
GCA_009363075.1,Bacillati,Paenibacillus guangzhouensis,CP045293.1_4056120_4057214,,252.1,dimeric,predominantly_dimeric
GCA_009363135.1,Pseudomonadati,Kosakonia arachidis,CP045300.1_1076397_1077647,,607.9,dimeric,predominantly_dimeric
GCA_009363135.1,Pseudomonadati,Kosakonia arachidis,CP045300.1_2298429_2299520,,237.3,dimeric,predominantly_dimeric
GCA_009363415.1,Pseudomonadati,Vibrio aquimaris,CP045350.1_1161750_1163975,1314.6,,monomeric,ambiguous
GCA_009363415.1,Pseudomonadati,Vibrio aquimaris,CP045350.1_474653_475744,,235.8,dimeric,ambiguous
GCA_009363435.1,Pseudomonadati,Labrenzia sp. THAF82,CP045354.1_1753790_1754875,,260.0,dimeric,predominantly_dimeric
GCA_009363435.1,Pseudomonadati,Labrenzia sp. THAF82,CP045354.1_2665714_2666931,,430.0,dimeric,predominantly_dimeric
GCA_009363435.1,Pseudomonadati,Labrenzia sp. THAF82,CP045354.1_2681009_2683225,1253.6,,monomeric,predominantly_dimeric
GCA_009363435.1,Pseudomonadati,Labrenzia sp. THAF82,CP045354.1_4780762_4781877,,201.6,dimeric,predominantly_dimeric
GCA_009363435.1,Pseudomonadati,Labrenzia sp. THAF82,CP045354.1_954785_955897,,222.5,dimeric,predominantly_dimeric
GCA_009363495.1,Pseudomonadati,Roseivivax sp. THAF40,CP045360.1_3678846_3679949,,238.2,dimeric,predominantly_dimeric
GCA_009363495.1,Pseudomonadati,Roseivivax sp. THAF40,CP045361.1_108752_110974,1179.2,,monomeric,predominantly_dimeric
GCA_009363495.1,Pseudomonadati,Roseivivax sp. THAF40,CP045360.1_1460761_1461903,,230.0,dimeric,predominantly_dimeric
GCA_009363535.1,Pseudomonadati,Microbulbifer sp. THAF38,CP045369.1_2103102_2104352,,597.8,dimeric,predominantly_dimeric
GCA_009363535.1,Pseudomonadati,Microbulbifer sp. THAF38,CP045369.1_3239864_3240937,,257.0,dimeric,predominantly_dimeric
GCA_009363575.1,Pseudomonadati,Roseivivax sp. THAF30,CP045389.1_2033899_2035113,,423.1,dimeric,predominantly_dimeric
GCA_009363575.1,Pseudomonadati,Roseivivax sp. THAF30,CP045389.1_3652402_3653505,,236.4,dimeric,predominantly_dimeric
GCA_009363575.1,Pseudomonadati,Roseivivax sp. THAF30,CP045389.1_845867_848089,1194.0,,monomeric,predominantly_dimeric
GCA_009363635.1,Pseudomonadati,Erythrobacter sp. THAF29,CP045392.1_2388441_2389661,,442.4,dimeric,predominantly_dimeric
GCA_009363635.1,Pseudomonadati,Erythrobacter sp. THAF29,CP045392.1_2490807_2491871,,244.1,dimeric,predominantly_dimeric
GCA_009363695.1,Bacillati,Bacillus sp. THAF10,CP045403.1_1505390_1506484,,242.9,dimeric,predominantly_dimeric
GCA_009363695.1,Bacillati,Bacillus sp. THAF10,CP045403.1_2978160_2979428,,593.1,dimeric,predominantly_dimeric
GCA_009363715.1,Pseudomonadati,Roseovarius sp. THAF9,CP045404.1_736262_738469,1174.8,,monomeric,ambiguous
GCA_009363715.1,Pseudomonadati,Roseovarius sp. THAF9,CP045404.1_3770870_3771976,,241.8,dimeric,ambiguous
GCA_009363755.1,Pseudomonadati,Halomonas sp. THAF5a,CP045417.1_1053696_1055933,1282.1,,monomeric,predominantly_dimeric
GCA_009363755.1,Pseudomonadati,Halomonas sp. THAF5a,CP045417.1_1056112_1057368,,585.8,dimeric,predominantly_dimeric
GCA_009363755.1,Pseudomonadati,Halomonas sp. THAF5a,CP045417.1_799631_801370,23.3,165.2,dimeric,predominantly_dimeric
GCA_009363755.1,Pseudomonadati,Halomonas sp. THAF5a,CP045417.1_1520275_1521354,,254.9,dimeric,predominantly_dimeric
GCA_009363755.1,Pseudomonadati,Halomonas sp. THAF5a,CP045417.1_3179090_3180163,,230.0,dimeric,predominantly_dimeric
GCA_009363795.1,Pseudomonadati,Palleronia sp. THAF1,CP045420.1_1490156_1492360,1153.7,,monomeric,predominantly_dimeric
GCA_009363795.1,Pseudomonadati,Palleronia sp. THAF1,CP045420.1_1492421_1493632,,429.1,dimeric,predominantly_dimeric
GCA_009363795.1,Pseudomonadati,Palleronia sp. THAF1,CP045420.1_73619_74725,,237.4,dimeric,predominantly_dimeric
GCA_009363855.1,Pseudomonadati,Microvirga thermotolerans,CP045423.1_1499767_1500981,,446.3,dimeric,predominantly_dimeric
GCA_009363855.1,Pseudomonadati,Microvirga thermotolerans,CP045423.1_377949_379055,,238.0,dimeric,predominantly_dimeric
GCA_009371885.1,Bacillati,Bifidobacterium tibiigranuli,QLZA01000010.1_112557_113654,,243.3,dimeric,predominantly_dimeric
GCA_009371885.1,Bacillati,Bifidobacterium tibiigranuli,QLZA01000012.1_60125_61342,,413.1,dimeric,predominantly_dimeric
GCA_009371975.2,Bacillati,Microcella pacifica,VIKT02000001.1_98414_99469,,219.2,dimeric,predominantly_dimeric
GCA_009371975.2,Bacillati,Microcella pacifica,VIKT02000011.1_31898_33112,,418.3,dimeric,predominantly_dimeric
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000004.1_466831_468342,,468.5,dimeric,ambiguous
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000003.1_348277_349332,,222.7,dimeric,ambiguous
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000002.1_199739_201958,1293.6,,monomeric,ambiguous
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000002.1_202082_204481,303.1,,monomeric,ambiguous
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000002.1_122864_123982,,214.3,dimeric,ambiguous
GCA_009371985.2,Pseudomonadati,Pelagihabitans pacificus,VIKU02000002.1_488631_491006,321.4,,monomeric,ambiguous
GCA_009372055.1,Bacillati,Pseudactinotalea sp. HY160,WHMT01000009.1_80763_81809,,231.5,dimeric,ambiguous
GCA_009372055.1,Bacillati,Pseudactinotalea sp. HY160,WHMT01000014.1_65509_67740,1262.8,,monomeric,ambiguous
GCA_009372075.1,Pseudomonadati,Sandarakinorhabdus fusca,WEFI01000001.1_521086_522306,,422.0,dimeric,predominantly_dimeric
GCA_009372075.1,Pseudomonadati,Sandarakinorhabdus fusca,WEFI01000004.1_237818_238885,,235.4,dimeric,predominantly_dimeric
GCA_009372195.1,Bacillati,Nostoc sphaeroides,CP045226.1_4432826_4433914,,243.9,dimeric,predominantly_dimeric
GCA_009372195.1,Bacillati,Nostoc sphaeroides,CP045226.1_4898769_4900190,,525.2,dimeric,predominantly_dimeric
GCA_009372215.1,Pseudomonadati,Acinetobacter portensis,LWRV01000038.1_7966_10197,1280.7,,monomeric,ambiguous
GCA_009372215.1,Pseudomonadati,Acinetobacter portensis,LWRV01000110.1_16196_17275,,239.4,dimeric,ambiguous
GCA_009377205.1,Bacillati,Streptomyces phyllanthi,VJZE01000118.1_5529_6572,,241.0,dimeric,predominantly_dimeric
GCA_009377205.1,Bacillati,Streptomyces phyllanthi,VJZE01000069.1_22866_25085,1302.3,,monomeric,predominantly_dimeric
GCA_009377205.1,Bacillati,Streptomyces phyllanthi,VJZE01000115.1_2_1150,,294.9,dimeric,predominantly_dimeric
GCA_009380135.2,Pseudomonadati,Fertoeibacter niger,WHUT02000001.1_325875_327089,,424.6,dimeric,predominantly_dimeric
GCA_009380135.2,Pseudomonadati,Fertoeibacter niger,WHUT02000014.1_45328_46437,,220.2,dimeric,predominantly_dimeric
GCA_009380215.1,Pseudomonadati,Rugamonas aquatica,WHUG01000010.1_231472_233703,1268.2,,monomeric,predominantly_dimeric
GCA_009380215.1,Pseudomonadati,Rugamonas aquatica,WHUG01000014.1_129470_130540,,240.3,dimeric,predominantly_dimeric
GCA_009380215.1,Pseudomonadati,Rugamonas aquatica,WHUG01000002.1_789941_791194,,587.3,dimeric,predominantly_dimeric
GCA_009380215.1,Pseudomonadati,Rugamonas aquatica,WHUG01000001.1_740124_741200,,229.7,dimeric,predominantly_dimeric
GCA_009388985.1,Pseudomonadati,Halioglobus maricola,CP036422.1_2262375_2264612,1247.0,,monomeric,predominantly_dimeric
GCA_009388985.1,Pseudomonadati,Halioglobus maricola,CP036422.1_2482928_2484007,,245.2,dimeric,predominantly_dimeric
GCA_009388985.1,Pseudomonadati,Halioglobus maricola,CP036422.1_2878100_2879839,,173.6,dimeric,predominantly_dimeric
GCA_009389585.1,Bacillati,Oceanobacillus sp. CFH 90083,VIYG01000009.1_160930_162204,,603.0,dimeric,predominantly_dimeric
GCA_009389585.1,Bacillati,Oceanobacillus sp. CFH 90083,VIYG01000003.1_182034_183110,,253.3,dimeric,predominantly_dimeric
GCA_009389585.1,Bacillati,Oceanobacillus sp. CFH 90083,VIYG01000008.1_104503_105579,,233.0,dimeric,predominantly_dimeric
GCA_009389585.1,Bacillati,Oceanobacillus sp. CFH 90083,VIYG01000002.1_367600_368706,,248.4,dimeric,predominantly_dimeric
GCA_009391885.1,Pseudomonadati,Pseudomonas sp. MN1F,VZII01000055.1_11280_12362,,237.3,dimeric,predominantly_dimeric
GCA_009391885.1,Pseudomonadati,Pseudomonas sp. MN1F,VZII01000014.1_86496_87752,,586.1,dimeric,predominantly_dimeric
GCA_009391885.1,Pseudomonadati,Pseudomonas sp. MN1F,VZII01000014.1_83857_86082,1315.1,,monomeric,predominantly_dimeric
GCA_009391885.1,Pseudomonadati,Pseudomonas sp. MN1F,VZII01000004.1_63122_64180,,242.6,dimeric,predominantly_dimeric
GCA_009392895.1,Methanobacteriati,Natronorubrum aibiense,CP045488.1_344530_345510,,281.1,dimeric,predominantly_dimeric
GCA_009392895.1,Methanobacteriati,Natronorubrum aibiense,CP045488.1_648833_650143,,544.3,dimeric,predominantly_dimeric
GCA_009429145.1,Bacillati,Amycolatopsis sp. YIM 10,CP045480.1_3282130_3283182,,221.9,dimeric,predominantly_dimeric
GCA_009429145.1,Bacillati,Amycolatopsis sp. YIM 10,CP045480.1_1208240_1209298,,247.0,dimeric,predominantly_dimeric
GCA_009429145.1,Bacillati,Amycolatopsis sp. YIM 10,CP045480.1_1951496_1952533,,217.5,dimeric,predominantly_dimeric
GCA_009429145.1,Bacillati,Amycolatopsis sp. YIM 10,CP045480.1_8582857_8583921,,246.6,dimeric,predominantly_dimeric
GCA_009429145.1,Bacillati,Amycolatopsis sp. YIM 10,CP045480.1_9349666_9350889,,431.9,dimeric,predominantly_dimeric
GCA_009451885.1,Bacillati,Glycomyces albidus,WIAO01000017.1_61276_62313,,221.9,dimeric,predominantly_dimeric
GCA_009451885.1,Bacillati,Glycomyces albidus,WIAO01000019.1_40657_41718,,246.5,dimeric,predominantly_dimeric
GCA_009451885.1,Bacillati,Glycomyces albidus,WIAO01000068.1_4595_5815,,436.6,dimeric,predominantly_dimeric
GCA_009455685.1,Pseudomonadati,Paraburkholderia hayleyella,QPES01000001.1_2650669_2651925,,590.0,dimeric,predominantly_dimeric
GCA_009455685.1,Pseudomonadati,Paraburkholderia hayleyella,QPES01000002.1_705827_706894,,238.0,dimeric,predominantly_dimeric
GCA_009466385.1,Bacillati,Peribacillus tepidiphilus,WIAQ01000002.1_54331_55443,,246.7,dimeric,predominantly_dimeric
GCA_009466385.1,Bacillati,Peribacillus tepidiphilus,WIAQ01000003.1_183469_184737,,607.7,dimeric,predominantly_dimeric
GCA_009466385.1,Bacillati,Peribacillus tepidiphilus,WIAQ01000005.1_45845_46948,,252.9,dimeric,predominantly_dimeric
GCA_009469595.2,Pseudomonadati,Thauera sp. 2A1,SSXV01000015.1_115492_116583,,221.8,dimeric,predominantly_dimeric
GCA_009469595.2,Pseudomonadati,Thauera sp. 2A1,SSXV01000003.1_243096_244160,,254.8,dimeric,predominantly_dimeric
GCA_009469595.2,Pseudomonadati,Thauera sp. 2A1,SSXV01000005.1_154307_156544,1277.1,,monomeric,predominantly_dimeric
GCA_009469605.1,Pseudomonadati,Zoogloea sp. 1C4,SSXU01000003.1_180167_181228,,247.9,dimeric,predominantly_dimeric
GCA_009469605.1,Pseudomonadati,Zoogloea sp. 1C4,SSXU01000006.1_42809_44053,,590.1,dimeric,predominantly_dimeric
GCA_009469605.1,Pseudomonadati,Zoogloea sp. 1C4,SSXU01000006.1_49102_51339,1255.4,,monomeric,predominantly_dimeric
GCA_009469615.1,Pseudomonadati,Dechloromonas sp. H13,SSXX01000001.1_339022_341259,1261.3,,monomeric,predominantly_dimeric
GCA_009469615.1,Pseudomonadati,Dechloromonas sp. H13,SSXX01000001.1_337540_338781,,575.1,dimeric,predominantly_dimeric
GCA_009469615.1,Pseudomonadati,Dechloromonas sp. H13,SSXX01000009.1_109488_110579,,225.4,dimeric,predominantly_dimeric
GCA_009469615.1,Pseudomonadati,Dechloromonas sp. H13,SSXX01000002.1_534662_535717,,249.6,dimeric,predominantly_dimeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000035.1_2_88,32.2,,monomeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000016.1_71058_71144,32.2,,monomeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000013.1_86433_86528,36.2,,monomeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000008.1_2518_3582,,259.0,dimeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000005.1_31293_32369,,224.9,dimeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000032.1_17599_17694,36.2,,monomeric,predominantly_monomeric
GCA_009469695.1,Pseudomonadati,Propionivibrio limicola,SSSR01000039.1_2_2224,1272.1,,monomeric,predominantly_monomeric
GCA_009494395.1,Pseudomonadati,Segatella copri,VZCB01000080.1_19931_20992,,207.1,dimeric,predominantly_dimeric
GCA_009494395.1,Pseudomonadati,Segatella copri,VZCB01000060.1_50757_51953,,392.5,dimeric,predominantly_dimeric
GCA_009495355.1,Pseudomonadati,Segatella copri,VZAD01000040.1_41664_42860,,391.6,dimeric,predominantly_dimeric
GCA_009495355.1,Pseudomonadati,Segatella copri,VZAD01000092.1_19820_20881,,205.3,dimeric,predominantly_dimeric
GCA_009495745.1,Pseudomonadati,Niveispirillum sp. SYP-B3756,WIDQ01000001.1_422430_423542,,225.5,dimeric,predominantly_dimeric
GCA_009495745.1,Pseudomonadati,Niveispirillum sp. SYP-B3756,WIDQ01000002.1_365624_366841,,435.5,dimeric,predominantly_dimeric
GCA_009495745.1,Pseudomonadati,Niveispirillum sp. SYP-B3756,WIDQ01000005.1_179026_180507,,463.1,dimeric,predominantly_dimeric
GCA_009495745.1,Pseudomonadati,Niveispirillum sp. SYP-B3756,WIDQ01000010.1_6162_7238,,220.9,dimeric,predominantly_dimeric
GCA_009495755.1,Pseudomonadati,Flavobacterium sp. LMO8,WIBJ01000033.1_85762_87963,1240.0,,monomeric,predominantly_monomeric
GCA_009495755.1,Pseudomonadati,Flavobacterium sp. LMO8,WIBJ01000027.1_281238_283610,343.5,,monomeric,predominantly_monomeric
GCA_009495795.1,Pseudomonadati,Flavobacterium sp. LMO6,WIBH01000005.1_69314_70744,,470.7,dimeric,predominantly_monomeric
GCA_009495795.1,Pseudomonadati,Flavobacterium sp. LMO6,WIBH01000014.1_5122_7344,1273.7,,monomeric,predominantly_monomeric
GCA_009495795.1,Pseudomonadati,Flavobacterium sp. LMO6,WIBH01000014.1_8187_10556,358.3,,monomeric,predominantly_monomeric
GCA_009496005.1,Pseudomonadati,Tritonibacter litoralis,WIBF01000007.1_90383_91456,,235.0,dimeric,predominantly_dimeric
GCA_009496005.1,Pseudomonadati,Tritonibacter litoralis,WIBF01000006.1_138213_140429,1142.6,,monomeric,predominantly_dimeric
GCA_009496005.1,Pseudomonadati,Tritonibacter litoralis,WIBF01000006.1_213346_214392,,234.4,dimeric,predominantly_dimeric
GCA_009496005.1,Pseudomonadati,Tritonibacter litoralis,WIBF01000014.1_113202_114305,,237.7,dimeric,predominantly_dimeric
GCA_009496285.1,Bacillati,Streptococcus mitis,WIJK01000031.1_13916_14953,,254.3,dimeric,predominantly_dimeric
GCA_009496385.1,Bacillati,Streptococcus mitis,WIJZ01000002.1_143285_144322,,255.1,dimeric,predominantly_dimeric
GCA_009496535.1,Pseudomonadati,Stenotrophomonas sp. MYb238,WIDL01000006.1_49968_52193,1327.8,,monomeric,predominantly_dimeric
GCA_009496535.1,Pseudomonadati,Stenotrophomonas sp. MYb238,WIDL01000023.1_61098_62159,,245.9,dimeric,predominantly_dimeric
GCA_009496535.1,Pseudomonadati,Stenotrophomonas sp. MYb238,WIDL01000005.1_194232_195236,,400.1,dimeric,predominantly_dimeric
GCA_009497155.1,Pseudomonadati,Glaciimonas soli,WINI01000001.1_190592_191668,,214.8,dimeric,predominantly_dimeric
GCA_009497155.1,Pseudomonadati,Glaciimonas soli,WINI01000001.1_338281_339354,,247.1,dimeric,predominantly_dimeric
GCA_009497155.1,Pseudomonadati,Glaciimonas soli,WINI01000004.1_466922_467989,,233.5,dimeric,predominantly_dimeric
GCA_009497155.1,Pseudomonadati,Glaciimonas soli,WINI01000007.1_357888_359141,,595.2,dimeric,predominantly_dimeric
GCA_009497875.2,Pseudomonadati,Magnetovirga frankeli,CP032508.2_1633572_1634648,,242.8,dimeric,predominantly_dimeric
GCA_009497875.2,Pseudomonadati,Magnetovirga frankeli,CP032508.2_1091088_1092344,,580.7,dimeric,predominantly_dimeric
